R3: 1,1
R2: 0,1
R2: 1,1
M2: 1,1
M1: 1,1
G3: 1,1
R2: 1,1
S0: 0,1
P0: 1,2
D3: 1,2
R1: 2,2
S0: 1,2
R3: 1,3
R3: 1,4
D2: 1,5
S0: 2,5
P0: 1,6
N3: 1,6
R2: 2,9
G3: 1,17
M1: 1,18
R2: 1,22
S0: 0,29
