D2: 1,1
D2: 2,1
D1: 1,1
R1: 1,1
R3: 1,1
R3: 2,1
G3: 2,1
M2: 1,1
N3: 0,2
P0: 2,3
R1: 1,4
R3: 1,4
P0: 1,4
N3: 1,5
G3: 2,5
S0: 0,6
G3: 1,7
R2: 2,11
R2: 1,12
D3: 1,13
P0: 1,13
S0: 2,22
S0: 1,35
G3: 1,38
R1: 1,61
