S0: 2,12
R2: 2,2
G3: 2,5
P0: 2,2
D2: 2,1
R1: 1,9
S0: 1,10
R2: 1,2
G3: 1,10
R3: 1,1
M1: 1,10
M1: 2,1
R3: 1,1
M1: 1,1
D1: 1,6
D3: 1,2
P0: 1,14
D2: 1,1
N3: 1,3
S0: 2,4
