R3: 1,1
R1: 1,2
N3: 1,3
R3: 1,4
G3: 1,5
R2: 1,6
R2: 1,12
R2: 2,14
P0: 1,14
G3: 1,16
S0: 2,20
S0: 1,23
M1: 1,78
